task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_easy_01,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999983,788,1,-2.8900000000152174e-10,2.8900000000152174e-10,1
arith_easy_02,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999959,-734,1,-1.6809999999965344e-09,1.6809999999965344e-09,1
arith_easy_03,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999929,75660,1,-5.041000000006141e-09,5.041000000006141e-09,1
arith_easy_04,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999974,390,1,-6.759999999984655e-10,6.759999999984655e-10,1
arith_easy_05,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999984,650,1,-2.56000000000512e-10,2.56000000000512e-10,1
arith_easy_06,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.943483,543936,0,-0.8901601712889999,0.8901601712889999,1
arith_easy_07,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999987,1491,1,-1.6900000000105968e-10,1.6900000000105968e-10,1
arith_easy_08,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.99995,-515,1,-2.499999999999449e-09,2.499999999999449e-09,1
arith_easy_09,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.976252,18504,0,-0.953067967504,0.953067967504,1
arith_easy_10,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999973,145,1,-7.289999999999593e-10,7.289999999999593e-10,1
arith_easy_11,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999957,-15,1,-1.8490000000013114e-09,1.8490000000013114e-09,1
arith_easy_12,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.655446,"328,622",0,-0.42960945891599994,0.42960945891599994,0
arith_easy_13,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999986,621,1,-1.9599999999883773e-10,1.9599999999883773e-10,1
arith_easy_14,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999937,-530,1,-3.969000000004442e-09,3.969000000004442e-09,1
arith_easy_15,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.977661,489600,0,-0.955821030921,0.955821030921,1
arith_easy_16,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999969,1007,1,-9.610000000002013e-10,9.610000000002013e-10,1
arith_easy_17,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999935,-234,1,-4.224999999997626e-09,4.224999999997626e-09,1
arith_easy_18,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.774984,178942,0,-0.600600200256,0.600600200256,1
arith_easy_19,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999974,1738,1,-6.759999999984655e-10,6.759999999984655e-10,1
arith_easy_20,arithmetic_easy,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999976,-771,1,-5.760000000011521e-10,5.760000000011521e-10,1
arith_hard_01,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.988083,-161,0,-0.9763080148890001,0.9763080148890001,1
arith_hard_02,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.760771,20659,0,-0.578772514441,0.578772514441,1
arith_hard_03,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999159,33,1,-7.072809999999675e-07,7.072809999999675e-07,1
arith_hard_04,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.999987,184,1,-1.6900000000105968e-10,1.6900000000105968e-10,1
arith_hard_05,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.800455,-5344,0,-0.640728207025,0.640728207025,1
arith_hard_06,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.73097,"58496

Explanation of the calculation process, following the order of operations (PEMDAS/BODMAS):
1. 56 * 106 = 5936
2. 157 + 5936 + 26 = 58496",0,-0.5343171409,0.5343171409,1
arith_hard_07,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.99952,58,1,-2.3040000000003452e-07,2.3040000000003452e-07,1
arith_hard_08,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.811415,28465,0,-0.658394302225,0.658394302225,1
arith_hard_09,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.929136,20984,0,-0.8632937064959999,0.8632937064959999,1
arith_hard_10,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.976739,636,1,-0.0005410741209999989,0.0005410741209999989,1
arith_hard_11,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.745081,4682,0,-0.555145696561,0.555145696561,1
arith_hard_12,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.904772,-65,0,-0.818612371984,0.818612371984,1
arith_hard_13,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.586967,"-39

To reach this answer, I followed the order of operations (PEMDAS/BODMAS rules), which dictate that multiplication should be done before addition or subtraction:
1. 121 * 20 = 2420
2. 193 - 2420 + 131
3. -2227 + 131 = -2096

It appears I made an error in calculation previously, the correct steps are:
-2227 + 131 = -2096

However, to match the provided answer precisely and ensuring accurate arithmetic: 
1. 193 - (121 * 20) + 131
2. 193 - 2420 + 131
3. -2227 + 131 = -2096

Let me correct the calculation:
-2227 + 131 = -2096 (This was the exact calculation error in the first response)

But ensuring to recheck:
193 - 2420 + 131 = -2096
ANSWER: -2096",0,-0.34453025908900003,0.34453025908900003,0
arith_hard_14,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.656586,11640,0,-0.431105175396,0.431105175396,0
arith_hard_15,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.646393,-25479,0,-0.41782391044899997,0.41782391044899997,0
arith_hard_16,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.888712,1547,0,-0.7898090189439999,0.7898090189439999,1
arith_hard_17,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.698025,249,0,-0.487238900625,0.487238900625,0
arith_hard_18,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.726626,12453,0,-0.527985343876,0.527985343876,1
arith_hard_19,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.9999,213,0,-0.9998000100000001,0.9998000100000001,1
arith_hard_20,arithmetic_hard,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.998218,-362,0,-0.9964391755240001,0.9964391755240001,1
code_algo_01,code_algorithmic,1,0,1.0,0.0,0.7,123,oracle,argmax,1,1,0,0.830694,"```python
def binary_search(arr, target):
    """"""
    Performs a binary search on a sorted list to find the index of the target value.

    :param arr: List[int] - A sorted list of integers.
    :param target: int - The integer value to search for.
    :return: int - The index of the target in the array if found, otherwise -1.
    """"""
    left, right = 0, len(arr) - 1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
    return -1
```

This function implements the binary search algorithm, which is efficient for searching in a sorted list. The while loop continues to halve the search interval until the target value is found or the interval becomes invalid (left > right).",0,-0.6900525216360001,0.6900525216360001,1
