task,category,seed,r_logprob,answer,y,acted
arith_easy_01,arithmetic_easy,0,0.5868249421444978,664 + 124 = 788,0,1
arith_easy_02,arithmetic_easy,0,0.5555641483884118,-424,0,1
arith_easy_03,arithmetic_easy,0,0.558632360428042,5294,0,1
arith_easy_04,arithmetic_easy,0,0.5954655099843132,238 + 152 = 390,0,1
arith_easy_05,arithmetic_easy,0,0.6498091977830155,,0,0
arith_easy_06,arithmetic_easy,0,0.5218733720300636,702 * 768 = 58384,0,1
arith_easy_07,arithmetic_easy,0,0.658402289589828,923 + 568 = 1491,0,1
arith_easy_08,arithmetic_easy,0,0.4752260491482277,,0,0
arith_easy_09,arithmetic_easy,0,0.8649780781401474,18564,1,1
arith_easy_10,arithmetic_easy,0,0.5799084500181803,40 + 105 = 145,0,1
arith_easy_11,arithmetic_easy,0,0.6023544423974891,-15,1,1
arith_easy_12,arithmetic_easy,0,0.4336379446455405,32548,0,1
arith_easy_13,arithmetic_easy,0,0.5142586500585921,621,1,1
arith_easy_14,arithmetic_easy,0,0.6222993995104502,-487,0,1
arith_easy_15,arithmetic_easy,0,0.48036765511296275,49370,0,1
arith_easy_16,arithmetic_easy,0,0.525936813336065,568 + 439 = 977,0,1
arith_easy_17,arithmetic_easy,0,0.6019293332729387,-234,1,1
arith_easy_18,arithmetic_easy,0,0.8793677595779692,,0,0
arith_easy_19,arithmetic_easy,0,0.5990672178672182,838 + 900 = 1738,0,1
arith_easy_20,arithmetic_easy,0,0.5801220362467097,-620,0,1
arith_hard_01,arithmetic_hard,0,0.408502108685913,,0,0
arith_hard_02,arithmetic_hard,0,0.4700842044211422,459,0,1
arith_hard_03,arithmetic_hard,0,0.3672378070413651,,0,0
arith_hard_04,arithmetic_hard,0,0.3430109447867943,,0,0
arith_hard_05,arithmetic_hard,0,0.41650313787722293,"-5563
CONFIDENCE: 1",0,1
arith_hard_06,arithmetic_hard,0,0.6538201693051173,"6309 + 26 = 6335

So, the solution is CONFIDENCE: 1.0
ANSWER: 6335",0,1
arith_hard_07,arithmetic_hard,0,0.6076785247235396,,0,0
arith_hard_08,arithmetic_hard,0,0.47899953329216505,3274,0,1
arith_hard_09,arithmetic_hard,0,0.39993378149446634,6459,0,1
arith_hard_10,arithmetic_hard,0,0.5510016484102315,,0,0
arith_hard_11,arithmetic_hard,0,0.6021345559709755,,0,0
arith_hard_12,arithmetic_hard,0,0.5876792355204401,,0,0
arith_hard_13,arithmetic_hard,0,0.4271990850247588,-7,0,1
arith_hard_14,arithmetic_hard,0,0.7803792626222689,,0,0
arith_hard_15,arithmetic_hard,0,0.7478323568334894,-27316,0,1
arith_hard_16,arithmetic_hard,0,0.3391554584290174,[3785],0,1
arith_hard_17,arithmetic_hard,0,0.8276522081364288,96 * 40 - 193 = 3840 - 193 = 3647,0,1
arith_hard_18,arithmetic_hard,0,0.4925144627692975,,0,0
arith_hard_19,arithmetic_hard,0,0.6356935604094206,325,0,1
arith_hard_20,arithmetic_hard,0,0.5895530174042024,"76 - 162 = -86 (negative) then -86 - 160 = -346 finally, -346 - 114",0,1
fact_common_01,factual_common,0,0.5572217513942499,,0,0
fact_common_02,factual_common,0,0.6408704888114882,Tokyo,1,1
