task,category,seed,r_logprob,answer,y,acted
arith_easy_01,arithmetic_easy,3,0.9834939609800836,788,1,1
arith_easy_02,arithmetic_easy,3,0.9656579690905712,-734,1,1
arith_easy_03,arithmetic_easy,3,0.7896530562030443,"75,290",0,1
arith_easy_04,arithmetic_easy,3,0.9821698937551505,390,1,1
arith_easy_05,arithmetic_easy,3,0.9822010966010529,650,1,1
arith_easy_06,arithmetic_easy,3,0.5008073205128586,537846,0,1
arith_easy_07,arithmetic_easy,3,0.9834003824890927,1491,1,1
arith_easy_08,arithmetic_easy,3,0.9346000992421843,-515,1,1
arith_easy_09,arithmetic_easy,3,0.9003160672510196,18644,0,1
arith_easy_10,arithmetic_easy,3,0.9842026677434661,145,1,1
arith_easy_11,arithmetic_easy,3,0.9429605785174108,-15,1,1
arith_easy_12,arithmetic_easy,3,0.704858911056185,326734,0,1
arith_easy_13,arithmetic_easy,3,0.9831752689181398,621,1,1
arith_easy_14,arithmetic_easy,3,0.9628580613920639,-530,1,1
arith_easy_15,arithmetic_easy,3,0.8662851388451865,495300,0,1
arith_easy_16,arithmetic_easy,3,0.9824427069168028,1007,1,1
arith_easy_17,arithmetic_easy,3,0.9648791625695153,-234,1,1
arith_easy_18,arithmetic_easy,3,0.5809367184040083,183732,0,1
arith_easy_19,arithmetic_easy,3,0.9809655997594586,1738,1,1
arith_easy_20,arithmetic_easy,3,0.9704456062136569,-771,1,1
arith_hard_01,arithmetic_hard,3,0.7856175997671814,-151,1,1
arith_hard_02,arithmetic_hard,3,0.5364133807884811,24536,0,1
arith_hard_03,arithmetic_hard,3,0.8274752967682388,7,0,1
arith_hard_04,arithmetic_hard,3,0.9814597079946898,184,1,1
arith_hard_05,arithmetic_hard,3,0.6848782593604233,-5918,0,1
arith_hard_06,arithmetic_hard,3,0.5871173675155578,17936,0,1
arith_hard_07,arithmetic_hard,3,0.7865874102009858,-32,0,1
arith_hard_08,arithmetic_hard,3,0.5887417277761997,31293,0,1
arith_hard_09,arithmetic_hard,3,0.5991667403940768,20981,0,1
arith_hard_10,arithmetic_hard,3,0.8343347041827218,636,1,1
arith_hard_11,arithmetic_hard,3,0.6954080586844235,6304,0,1
arith_hard_12,arithmetic_hard,3,0.6590617449543769,-245,0,1
arith_hard_13,arithmetic_hard,3,0.5242450729447984,-3659,0,1
arith_hard_14,arithmetic_hard,3,0.6974867099673061,9470,0,1
arith_hard_15,arithmetic_hard,3,0.7347118195405005,-26787,0,1
arith_hard_16,arithmetic_hard,3,0.7562044164516122,1605,0,1
arith_hard_17,arithmetic_hard,3,0.5833828537628889,3587,0,1
arith_hard_18,arithmetic_hard,3,0.465718350848472,259674,0,1
arith_hard_19,arithmetic_hard,3,0.9289814634312785,313,1,1
arith_hard_20,arithmetic_hard,3,0.7785778203268993,-340,0,1
fact_common_01,factual_common,3,0.9691200080643205,Au,1,1
