task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_easy_01,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,788,1,1.0,0.0,1
arith_easy_02,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-734,1,1.0,0.0,1
arith_easy_03,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,75660,1,1.0,0.0,1
arith_easy_04,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,390,1,1.0,0.0,1
arith_easy_05,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,650,1,1.0,0.0,1
arith_easy_06,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,543744,0,0.0,1.0,1
arith_easy_07,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,1491,1,1.0,0.0,1
arith_easy_08,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-515,1,1.0,0.0,1
arith_easy_09,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,1848,0,0.0,1.0,1
arith_easy_10,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,145,1,1.0,0.0,1
arith_easy_11,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-15,1,1.0,0.0,1
arith_easy_12,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,329822,0,0.0,1.0,1
arith_easy_13,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,621,1,1.0,0.0,1
arith_easy_14,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-530,1,1.0,0.0,1
arith_easy_15,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,490800,0,0.0,1.0,1
arith_easy_16,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,1007,1,1.0,0.0,1
arith_easy_17,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-234,1,1.0,0.0,1
arith_easy_18,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,178942,0,0.0,1.0,1
arith_easy_19,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,1738,1,1.0,0.0,1
arith_easy_20,arithmetic_easy,16,1.0,1.0,1.0,0.7,456,oracle,argmax,16,16,0,1.0,-771,1,1.0,0.0,1
