task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_easy_01,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999983,788,1,1.999999999711,2.8900000000152174e-10,1
arith_easy_02,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,1,0.999962,-734,1,1.999999998556,1.4439999999986695e-09,1
arith_easy_03,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,1,0.99993,75660,1,1.9999999951,4.900000000002029e-09,1
arith_easy_04,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999974,390,1,1.999999999324,6.759999999984655e-10,1
arith_easy_05,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999984,650,1,1.999999999744,2.56000000000512e-10,1
arith_easy_06,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,1,0.935537,543936,0,1.124770521631,0.8752294783689999,1
arith_easy_07,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999987,1491,1,1.999999999831,1.6900000000105968e-10,1
arith_easy_08,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.99995,-515,1,1.9999999975,2.499999999999449e-09,1
arith_easy_09,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,2,0.952684,1848,0,1.092393196144,0.9076068038559999,1
arith_easy_10,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,1,0.999975,145,1,1.999999999375,6.250000000026379e-10,1
arith_easy_11,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999957,-15,1,1.999999998151,1.8490000000013114e-09,1
arith_easy_12,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.655446,"328,622",0,-0.42960945891599994,0.42960945891599994,0
arith_easy_13,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999986,621,1,1.999999999804,1.9599999999883773e-10,1
arith_easy_14,arithmetic_easy,4,2.0,1.0,2.0,0.9,123,oracle,argmax,4,4,0,0.999937,-530,1,1.999999996031,3.969000000004442e-09,1
