task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_easy_01,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999983,788,1,-2.8900000000152174e-10,2.8900000000152174e-10,1
arith_easy_02,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,1,0.999962,-734,1,-1.4439999999986695e-09,1.4439999999986695e-09,1
arith_easy_03,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,1,0.99993,75660,1,-4.900000000002029e-09,4.900000000002029e-09,1
arith_easy_04,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999974,390,1,-6.759999999984655e-10,6.759999999984655e-10,1
arith_easy_05,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999984,650,1,-2.56000000000512e-10,2.56000000000512e-10,1
arith_easy_06,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,10,0.708068,543936,0,-0.5013602926240001,0.5013602926240001,0
arith_easy_07,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999987,1491,1,-1.6900000000105968e-10,1.6900000000105968e-10,1
arith_easy_08,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.99995,-515,1,-2.499999999999449e-09,2.499999999999449e-09,1
arith_easy_09,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,12,0.623737,18464,0,-0.389047845169,0.389047845169,0
arith_easy_10,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,1,0.999975,145,1,-6.250000000026379e-10,6.250000000026379e-10,1
arith_easy_11,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999954,-15,1,-2.1159999999991254e-09,2.1159999999991254e-09,1
arith_easy_12,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,6,0.581552,330572,0,-0.338202728704,0.338202728704,0
arith_easy_13,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999986,621,1,-1.9599999999883773e-10,1.9599999999883773e-10,1
arith_easy_14,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.99991,-530,1,-8.10000000000621e-09,8.10000000000621e-09,1
arith_easy_15,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,10,0.644169,489600,0,-0.414953700561,0.414953700561,0
arith_easy_16,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999972,1007,1,-7.840000000015681e-10,7.840000000015681e-10,1
arith_easy_17,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.99994,-234,1,-3.599999999993878e-09,3.599999999993878e-09,1
arith_easy_18,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,3,0.597541,178932,0,-0.35705524668099997,0.35705524668099997,0
arith_easy_19,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999976,1738,1,-5.760000000011521e-10,5.760000000011521e-10,1
arith_easy_20,arithmetic_easy,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999977,-771,1,-5.289999999997813e-10,5.289999999997813e-10,1
arith_hard_01,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,2,0.709746,-181,0,-0.503739384516,0.503739384516,0
arith_hard_02,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,7,0.762484,20675,1,-0.05641385025599997,0.05641385025599997,0
arith_hard_03,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999312,33,1,-4.7334400000003016e-07,4.7334400000003016e-07,1
arith_hard_04,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999987,184,1,-1.6900000000105968e-10,1.6900000000105968e-10,1
arith_hard_05,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,3,0.599505,-5438,0,-0.35940624502499996,0.35940624502499996,0
arith_hard_06,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,15,0.48973,58678,0,-0.23983547289999999,0.23983547289999999,0
arith_hard_07,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.999629,58,1,-1.3764100000000758e-07,1.3764100000000758e-07,1
arith_hard_08,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,6,0.714951,28675,0,-0.511154932401,0.511154932401,0
arith_hard_09,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,11,0.493476,21478,0,-0.24351856257600002,0.24351856257600002,0
arith_hard_10,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.976739,636,1,-0.0005410741209999989,0.0005410741209999989,1
arith_hard_11,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,4,0.436764,5934,0,-0.190762791696,0.190762791696,0
arith_hard_12,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,5,0.876858,-67,1,-0.015163952163999994,0.015163952163999994,0
arith_hard_13,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,7,0.45335,-999,0,-0.20552622249999997,0.20552622249999997,0
arith_hard_14,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,11,0.593323,8640,0,-0.3520321823290001,0.3520321823290001,0
arith_hard_15,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,9,0.535115,-26493,0,-0.286348063225,0.286348063225,0
arith_hard_16,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.885362,1537,0,-0.783865871044,0.783865871044,0
arith_hard_17,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,13,0.62938,329,0,-0.39611918440000005,0.39611918440000005,0
arith_hard_18,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,0,0.664913,12459,0,-0.44210929756899997,0.44210929756899997,0
arith_hard_19,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,1,0.999898,213,0,-0.9997960104039999,0.9997960104039999,1
arith_hard_20,arithmetic_hard,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,13,0.655497,-462.0,0,-0.429676317009,0.429676317009,0
code_algo_01,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,8,0.756605,"```python
def binary_search(arr, target):
    left, right = 0, len(arr) - 1
    
    while left <= right:
        mid = left + (right - left) // 2
        
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
    
    return -1
```

This function implements a binary search algorithm to find the index of `target` in a sorted list `arr`. If `target` is found, it returns its index; otherwise, it returns -1. The search space is halved at each step by comparing the middle element with `target`, adjusting the search bounds accordingly until the target is found or the search space is exhausted.",0,-0.5724511260249999,0.5724511260249999,0
code_algo_02,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,2,0.730418,"```python
def merge_sorted(a, b):
    """"""
    Merge two sorted lists into one sorted list.
    
    Args:
    a (list): A sorted list of integers.
    b (list): Another sorted list of integers.
    
    Returns:
    list: A merged and sorted list containing all elements from both input lists.
    """"""
    # Initialize pointers for both lists
    i, j = 0, 0
    # List to hold the merged result
    merged_list = []
    # Traverse both lists and insert smaller of both elements in merged list
    while i < len(a) and j < len(b):
        if a[i] <= b[j]:
            merged_list.append(a[i])
            i += 1
        else:
            merged_list.append(b[j])
            j += 1
            
    # Collect the remaining elements of the lists, if any left.
    while i < len(a):
        merged_list.append(a[i])
        i += 1
        
    while j < len(b):
        merged_list.append(b[j])
        j += 1
    return merged_list
```

This function will effectively merge two sorted lists into one sorted list. It does so by iterating through both lists with pointers and comparing elements at each step.",0,-0.533510454724,0.533510454724,0
code_algo_03,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,3,0.785266,"```python
def gcd(a, b):
    """"""
    Calculate the greatest common divisor (GCD) of two numbers using Euclid's algorithm.
    
    Parameters:
        a (int): First non-negative integer.
        b (int): Second non-negative integer.

    Returns:
        int: The GCD of `a` and `b`.
    """"""
    while b != 0:
        a, b = b, a % b
    return a
```",0,-0.616642690756,0.616642690756,0
code_algo_04,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,7,0.727805,"```python
def fib(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b
```

This solution uses an iterative approach to calculate the nth Fibonacci number efficiently. The function handles the base cases (n=0 and n=1) directly, then iterates to compute subsequent values by maintaining two variables to hold the last two computed numbers.",0,-0.529700118025,0.529700118025,0
code_algo_05,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,9,0.673407,"```python
def is_prime(n):
    """"""Return True if n is a prime number, False otherwise.""""""
    if n <= 1:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    for i in range(3, int(n**0.5) + 1, 2):
        if n % i == 0:
            return False
    return True
```

This function checks if a number `n` is prime by first handling the cases where `n` is less than or equal to 1 (not prime), checking if it's divisible by 2 without exception, and then using an optimized loop that only tests up to the square root of `n` with steps of 2 for further factors.",0,-0.45347698764899996,0.45347698764899996,0
code_algo_06,code_algorithmic,16,0,1.0,0.0,0.9,0,oracle,argmax,16,16,15,0.739797,"```python
def matrix_multiply(A, B):
    # Check if the matrices can be multiplied based on their dimensions
    if len(A[0]) != len(B):
        raise ValueError(""The number of columns in A must equal the number of rows in B."")
    
    # Initialize the result matrix with zeros
    result = [[0 for _ in range(len(B[0]))] for _ in range(len(A))]
    
    # Perform matrix multiplication
    for i in range(len(A)):
        for j in range(len(B[0])):
            for k in range(len(B)):
                result[i][j] += A[i][k] * B[k][j]
                
    return result
```

This function first checks if the number of columns in the first matrix `A` is equal to the number of rows in the second matrix `B`, ensuring that they can be multiplied. It then initializes a zero matrix of appropriate size for the resultant matrix and fills it with the product of elements from matrices A and B as per the rules of matrix multiplication.",0,-0.547299601209,0.547299601209,0
