task,category,seed,r_logprob,answer,y,acted
arith_easy_01,arithmetic_easy,1,0.9201245378114186,788,1,1
arith_easy_02,arithmetic_easy,1,0.934890167119902,-734,1,1
arith_easy_03,arithmetic_easy,1,0.9023086222141403,75660,1,1
arith_easy_04,arithmetic_easy,1,0.9131294483907333,390,1,1
arith_easy_05,arithmetic_easy,1,0.9324793237034762,650,1,1
arith_easy_06,arithmetic_easy,1,0.8407080624375181,538416,0,1
arith_easy_07,arithmetic_easy,1,0.9995383555012058,1491,1,1
arith_easy_08,arithmetic_easy,1,0.9341218010334342,-515,1,1
arith_easy_09,arithmetic_easy,1,0.8632960782143649,18644,0,1
arith_easy_10,arithmetic_easy,1,0.9265911234878624,145,1,1
arith_easy_11,arithmetic_easy,1,0.9222800200171164,-15,1,1
arith_easy_12,arithmetic_easy,1,0.7364039616545843,"328,462",0,1
arith_easy_13,arithmetic_easy,1,0.9323641634478158,621,1,1
arith_easy_14,arithmetic_easy,1,0.9447445243149662,-530,1,1
arith_easy_15,arithmetic_easy,1,0.8775736353734123,"489,600",0,1
arith_easy_16,arithmetic_easy,1,0.9995373848786409,1007,1,1
arith_easy_17,arithmetic_easy,1,0.9333205884199626,-234,1,1
arith_easy_18,arithmetic_easy,1,0.8221425448113634,"179,082",0,1
arith_easy_19,arithmetic_easy,1,0.9995696042158525,1738,1,1
arith_easy_20,arithmetic_easy,1,0.9415313111316458,-771,1,1
arith_hard_01,arithmetic_hard,1,0.9061699690498192,-151,1,1
arith_hard_02,arithmetic_hard,1,0.7566265313109999,20635,0,1
arith_hard_03,arithmetic_hard,1,0.9123440285838832,33,1,1
arith_hard_04,arithmetic_hard,1,0.9040386191408818,194,0,1
arith_hard_05,arithmetic_hard,1,0.8373890172472543,-5494,0,1
arith_hard_06,arithmetic_hard,1,0.8566872315430697,6083,0,1
arith_hard_07,arithmetic_hard,1,0.9252241900033827,58,1,1
arith_hard_08,arithmetic_hard,1,0.684587843060404,"28,037",0,1
arith_hard_09,arithmetic_hard,1,0.7869790428927568,21343,0,1
arith_hard_10,arithmetic_hard,1,0.9371297150500306,636,1,1
arith_hard_11,arithmetic_hard,1,0.7378955379466504,4362,0,1
arith_hard_12,arithmetic_hard,1,0.8988181754215139,-127,0,1
arith_hard_13,arithmetic_hard,1,0.8395412539198012,193 - 121 * 20 + 131 = -2177,0,1
arith_hard_14,arithmetic_hard,1,0.8510118643374126,9450,0,1
arith_hard_15,arithmetic_hard,1,0.7210071953171153,-26483,0,1
arith_hard_16,arithmetic_hard,1,0.9517451333910903,1557,0,1
arith_hard_17,arithmetic_hard,1,0.8642664811910926,3687,0,1
arith_hard_18,arithmetic_hard,1,0.6978407204294369,13485,0,1
arith_hard_19,arithmetic_hard,1,0.9448867994556759,213,0,1
arith_hard_20,arithmetic_hard,1,0.9151647492321936,-360,1,1
fact_common_01,factual_common,1,0.9300337048946979,Au,1,1
fact_common_02,factual_common,1,0.9245984595943126,Tokyo,1,1
fact_common_03,factual_common,1,0.9298287615849148,8,1,1
fact_common_04,factual_common,1,0.9995587235706388,1945,1,1
fact_common_05,factual_common,1,0.8568660436665042,300 thousand  km/s,0,1
fact_common_06,factual_common,1,0.901611255903997,Pacific Ocean,1,1
fact_common_07,factual_common,1,0.9170510206499664,William Shakespeare,1,1
fact_common_08,factual_common,1,0.8760365531316373,12,1,1
fact_common_09,factual_common,1,0.9417456797692271,Hydrogen,1,1
fact_common_10,factual_common,1,0.8085947768438739,"46  (Humans have 23 pairs of chromosomes, totaling 46.)",1,1
fact_common_11,factual_common,1,0.7098714420672643,100  Celsius,1,1
fact_common_12,factual_common,1,0.8157794574177373,Mercury,1,1
fact_common_13,factual_common,1,0.8308416912528777,H₂O,0,1
fact_common_14,factual_common,1,0.924339571319399,7,1,1
fact_common_15,factual_common,1,0.7747142102101623,The Nile River  is widely considered the longest river in the world.,1,1
